"ID","rodata","data","hora","mandante","visitante","formacao_mandante","formacao_visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_Placar","visitante_Placar","mandante_Estado","visitante_Estado"
"8422","2","17/04/2024","20:01","Juventude","Corinthians","4-2-3-1","4-3-3","R. Machado Marques","B. Lazaroni","Juventude"," Alfredo Jaconi","2","0","RS","SP"
"8420","2","17/04/2024","20:02","Palmeiras","Internacional","3-4-2-1","4-2-3-1","A. Moreira Ferreira","E. Coudet","Internacional","Arena Barueri","0","1","SP","RS"
"8423","2","17/04/2024","21:30","Flamengo","Sao Paulo","4-2-3-1","3-4-2-1","A. Bacchi","T. Carpini Barbosa","Flamengo"," Maracanã","2","1","RJ","SP"
"8424","2","18/04/2024","21:31","Botafogo-RJ","Atletico-GO","4-4-2","4-4-2","A. Torres Gomes Araújo Amorim","E. C. Tannus Faro","Botafogo-RJ","Estádio Nilton Santos","1","0","RJ","GO"
"8426","3","20/04/2024","15:59","Fluminense","Vasco","4-2-3-1","4-3-3","F. Diniz Silva","R. Díaz","Fluminense"," Maracanã","2","1","RJ","RJ"
"8428","3","20/04/2024","18:30","Gremio","Cuiaba","4-2-3-1","5-4-1","Renato Gaúcho","L. Iubel","Gremio","Arena do Grêmio","1","0","RS","MT"
"8427","3","20/04/2024","18:31","Bragantino","Corinthians","4-3-3","4-2-3-1","P. Faria Caixinha","A. Cardoso de Oliveira","Bragantino","Nabizão","1","0","SP","SP"
"8429","3","20/04/2024","21:00","Atletico-MG","Cruzeiro","4-4-2","4-3-3","G. Milito","F. Seabra","Atletico-MG","Arena MRV","3","0","MG","MG"
"8430","3","21/04/2024","16:01","Palmeiras","Flamengo","3-4-2-1","4-2-3-1","A. Moreira Ferreira","A. Bacchi","-","Allianz Parque","0","0","SP","RJ"
"8431","3","21/04/2024","16:02","Vitoria","Bahia","4-4-1-1","4-3-3","L. Condé","R. Ceni","-"," Barradão","2","2","BA","BA"
"8432","3","21/04/2024","18:06","Athletico-PR","Internacional","4-2-3-1","4-2-3-1","A. Stival","E. Coudet","Athletico-PR","Ligga Arena","1","0","PR","RS"
"8434","3","21/04/2024","18:29","Atletico-GO","Sao Paulo","4-4-2","3-4-2-1","J. Ribeiro Ventura","M. Cruz","Sao Paulo","Estádio Antônio Accioly - Atlético Goianiense","0","3","GO","SP"
"8433","3","21/04/2024","18:31","Botafogo-RJ","Juventude","4-4-2","4-2-3-1","A. Torres Gomes Araújo Amorim","R. Machado Marques","Botafogo-RJ","Estádio Nilton Santos","5","1","RJ","RS"
"8436","4","27/04/2024","16:00","Vasco","Criciuma","4-2-3-1","4-4-2","R. Díaz","C. Tencati","Criciuma","Estádio São Januário","0","4","RJ","SC"
"8437","4","27/04/2024","18:30","Cuiaba","Atletico-MG","5-4-1","3-5-2","L. Iubel","G. Milito","Atletico-MG","Arena Pantanal","0","3","MT","MG"
"8438","4","27/04/2024","21:01","Bahia","Gremio","4-2-3-1","4-3-3","R. Ceni","Renato Gaúcho","Bahia","Arena Fonte Nova","1","0","BA","RS"
"8439","4","28/04/2024","11:00","Flamengo","Botafogo-RJ","4-2-3-1","4-4-2","A. Bacchi","A. Torres Gomes Araújo Amorim","Botafogo-RJ"," Maracanã","0","2","RJ","RJ"
"8441","4","28/04/2024","16:00","Cruzeiro","Vitoria","4-3-3","4-4-2","F. Seabra","L. Condé","Cruzeiro"," Mineirão","3","1","MG","BA"
"8440","4","28/04/2024","16:01","Corinthians","Fluminense","4-3-3","4-2-3-1","A. Cardoso de Oliveira","F. Diniz Silva","Corinthians","Neo Química Arena","3","0","SP","RJ"
"8442","4","28/04/2024","18:30","Fortaleza","Bragantino","4-2-3-1","4-3-3","J. Vojvoda","P. Faria Caixinha","-","Arena Castelão","1","1","CE","SP"
"8443","4","28/04/2024","18:30","Juventude","Athletico-PR","4-2-3-1","4-2-3-1","R. Machado Marques","A. Stival","-"," Alfredo Jaconi","1","1","RS","PR"
"8444","4","28/04/2024","20:00","Internacional","Atletico-GO","4-4-2","4-2-3-1","E. Coudet","J. Ribeiro Ventura","-","Estádio Beira-Rio","1","1","RS","GO"
"8445","4","29/04/2024","20:04","Sao Paulo","Palmeiras","3-4-2-1","4-2-3-1","L. Zubeldía","A. Moreira Ferreira","-","MorumBIS","0","0","SP","SP"
"8446","5","04/05/2024","16:02","Fluminense","Atletico-MG","4-2-3-1","4-4-2","F. Diniz Silva","G. Milito","-","Kléber Andrade","2","2","RJ","MG"
"8447","5","04/05/2024","18:30","Bragantino","Flamengo","4-2-3-1","4-2-3-1","P. Faria Caixinha","A. Bacchi","-","Nabizão","1","1","SP","RJ"
"8448","5","04/05/2024","21:00","Corinthians","Fortaleza","4-2-3-1","4-2-3-1","A. Cardoso de Oliveira","J. Vojvoda","-","Neo Química Arena","0","0","SP","CE"
"8449","5","05/05/2024","16:01","Athletico-PR","Vasco","4-2-3-1","4-3-3","A. Stival","C. de Paiva","Athletico-PR","Ligga Arena","1","0","PR","RJ"
"8450","5","05/05/2024","16:01","Vitoria","Sao Paulo","3-4-1-2","3-4-1-2","L. Condé","L. Zubeldía","Sao Paulo"," Barradão","1","3","BA","SP"
"8451","5","05/05/2024","18:30","Botafogo-RJ","Bahia","4-2-3-1","4-1-2-1-2","A. Torres Gomes Araújo Amorim","R. Ceni","Bahia","Estádio Nilton Santos","1","2","RJ","BA"
"8452","5","05/05/2024","18:30","Cuiaba","Palmeiras","3-4-1-2","3-4-2-1","R. Colbachini","A. Moreira Ferreira","Palmeiras","Arena Pantanal","0","2","MT","SP"
"8456","6","11/05/2024","16:00","Flamengo","Corinthians","4-2-3-1","3-4-3","A. Bacchi","A. Cardoso de Oliveira","Flamengo"," Maracanã","2","0","RJ","SP"
"8459","6","12/05/2024","16:00","Fortaleza","Botafogo-RJ","4-2-3-1","4-2-3-1","J. Vojvoda","A. Torres Gomes Araújo Amorim","-","Arena Castelão","1","1","CE","RJ"
"8457","6","12/05/2024","16:01","Palmeiras","Athletico-PR","4-2-3-1","4-2-3-1","A. Moreira Ferreira","A. Stival","Athletico-PR","Arena Barueri","0","2","SP","PR"
"8458","6","12/05/2024","16:02","Atletico-GO","Cruzeiro","4-2-3-1","4-3-3","J. Ribeiro Ventura","F. Seabra","Cruzeiro","Estádio Antônio Accioly - Atlético Goianiense","0","1","GO","MG"
"8460","6","12/05/2024","18:31","Vasco","Vitoria","4-2-3-1","3-4-1-2","C. de Paiva","L. Condé","Vasco","Estádio São Januário","2","1","RJ","BA"
"8461","6","12/05/2024","18:31","Bahia","Bragantino","4-1-2-1-2","4-3-3","R. Ceni","P. Faria Caixinha","Bahia","Arena Fonte Nova","1","0","BA","SP"
"8462","6","13/05/2024","20:02","Sao Paulo","Fluminense","4-2-3-1","4-2-3-1","L. Zubeldía","F. Diniz Silva","Sao Paulo","MorumBIS","2","1","SP","RJ"
"8467","7","01/06/2024","16:00","Vitoria","Atletico-GO","4-4-2","4-3-3","T. Carpini Barbosa","J. Ribeiro Ventura","Atletico-GO"," Barradão","0","2","BA","GO"
"8466","7","01/06/2024","16:01","Gremio","Bragantino","4-2-3-1","4-3-3","Renato Gaúcho","P. Faria Caixinha","Bragantino"," Couto Pereira","0","2","RS","SP"
"8468","7","01/06/2024","18:30","Fluminense","Juventude","4-2-3-1","4-2-3-1","E. de Barros","R. Machado Marques","-"," Maracanã","1","1","RJ","RS"
"8469","7","01/06/2024","18:30","Cuiaba","Internacional","4-3-3","4-1-3-2","A. Gonçalves Teixeira","E. Coudet","Internacional","Arena Pantanal","0","1","MT","RS"
"8470","7","01/06/2024","21:00","Corinthians","Botafogo-RJ","4-3-3","4-2-3-1","A. Cardoso de Oliveira","A. Torres Gomes Araújo Amorim","Botafogo-RJ","Neo Química Arena","0","1","SP","RJ"
"8471","7","02/06/2024","16:00","Vasco","Flamengo","3-4-2-1","4-2-3-1","Á. Teixeira Pacheco","A. Bacchi","Flamengo"," Maracanã","1","6","RJ","RJ"
"8472","7","02/06/2024","16:01","Atletico-MG","Bahia","3-5-2","4-1-2-1-2","G. Milito","R. Ceni","-","Arena MRV","1","1","MG","BA"
"8473","7","02/06/2024","16:02","Criciuma","Palmeiras","4-3-3","4-2-3-1","C. Tencati","C. Martinho","Palmeiras","Estádio Heriberto Hülse","1","2","SC","SP"
"8474","7","02/06/2024","18:31","Sao Paulo","Cruzeiro","4-4-2","4-3-2-1","L. Zubeldía","F. Seabra","Sao Paulo","MorumBIS","2","0","SP","MG"
"8475","7","02/06/2024","18:31","Fortaleza","Athletico-PR","4-3-3","4-1-4-1","J. Vojvoda","A. Stival","Fortaleza","Estádio Presidente Vargas","1","0","CE","PR"
"8425","2","05/06/2024","20:00","Cuiaba","Vitoria","4-2-3-1","4-1-4-1","A. Gonçalves Teixeira","T. Carpini Barbosa","-","Arena Pantanal","0","0","MT","BA"
"8453","5","05/06/2024","19:01","Juventude","Atletico-GO","4-2-3-1","4-3-3","R. Machado Marques","J. Ribeiro Ventura","Juventude"," Alfredo Jaconi","1","0","RS","GO"
"8463","6","09/06/2024","16:02","Criciuma","Cuiaba","4-4-2","4-3-3","C. Tencati","A. Gonçalves Teixeira","Cuiaba","Estádio Heriberto Hülse","2","5","SC","MT"
"8476","8","11/06/2024","19:00","Atletico-GO","Corinthians","4-3-3","4-3-3","J. Ribeiro Ventura","A. Cardoso de Oliveira","-","Estádio Antônio Accioly - Atlético Goianiense","2","2","GO","SP"
"8477","8","11/06/2024","19:02","Juventude","Vitoria","4-2-3-1","4-1-4-1","R. Machado Marques","T. Carpini Barbosa","-"," Alfredo Jaconi","1","1","RS","BA"
"8478","8","11/06/2024","20:00","Botafogo-RJ","Fluminense","4-4-1-1","4-2-3-1","A. Torres Gomes Araújo Amorim","F. Diniz Silva","Botafogo-RJ","Estádio Nilton Santos","1","0","RJ","RJ"
"8479","8","11/06/2024","21:31","Bragantino","Atletico-MG","4-3-3","3-5-2","P. Faria Caixinha","G. Milito","Atletico-MG","Nabizão","1","2","SP","MG"
"8480","8","13/06/2024","19:00","Cruzeiro","Cuiaba","4-3-2-1","4-2-3-1","F. Seabra","A. Gonçalves Teixeira","Cruzeiro"," Mineirão","2","1","MG","MT"
"8481","8","13/06/2024","20:00","Athletico-PR","Criciuma","4-2-3-1","4-4-2","A. Stival","C. Tencati","Athletico-PR","Ligga Arena","3","1","PR","SC"
"8483","8","13/06/2024","20:00","Flamengo","Gremio","4-2-3-1","4-4-2","A. Bacchi","Renato Gaúcho","Flamengo"," Maracanã","2","1","RJ","RS"
"8482","8","13/06/2024","20:04","Internacional","Sao Paulo","4-1-3-2","4-2-3-1","E. Coudet","L. Zubeldía","-","Estádio Heriberto Hülse","0","0","RS","SP"
"8485","8","13/06/2024","21:30","Palmeiras","Vasco","4-2-3-1","5-4-1","A. Moreira Ferreira","Á. Teixeira Pacheco","Palmeiras","Allianz Parque","2","0","SP","RJ"
"8484","8","13/06/2024","21:31","Bahia","Fortaleza","4-1-2-1-2","4-3-3","R. Ceni","J. Vojvoda","Bahia","Arena Fonte Nova","1","0","BA","CE"
"8486","9","15/06/2024","18:29","Bragantino","Juventude","4-3-3","4-2-3-1","P. Faria Caixinha","R. Machado Marques","Bragantino","Nabizão","2","1","SP","RS"
"8487","9","15/06/2024","21:00","Fluminense","Atletico-GO","4-2-3-1","4-3-3","F. Diniz Silva","J. Ribeiro Ventura","Atletico-GO"," Maracanã","1","2","RJ","GO"
"8490","9","16/06/2024","16:00","Athletico-PR","Flamengo","4-2-3-1","4-2-3-1","A. Stival","M. Rizzi Bacchi","-","Ligga Arena","1","1","PR","RJ"
"8488","9","16/06/2024","16:01","Corinthians","Sao Paulo","4-2-3-1","4-2-3-1","A. Cardoso de Oliveira","L. Zubeldía","-","Neo Química Arena","2","2","SP","SP"
"8489","9","16/06/2024","16:01","Vitoria","Internacional","4-1-4-1","4-2-3-1","T. Carpini Barbosa","E. Coudet","Vitoria"," Barradão","2","1","BA","RS"
"8494","9","16/06/2024","18:29","Cuiaba","Fortaleza","4-2-3-1","4-2-3-1","A. Gonçalves Teixeira","J. Vojvoda","Cuiaba","Arena Pantanal","5","0","MT","CE"
"8493","9","16/06/2024","18:30","Gremio","Botafogo-RJ","4-4-1-1","4-2-3-1","Renato Gaúcho","A. Torres Gomes Araújo Amorim","Botafogo-RJ","Kléber Andrade","1","2","RS","RJ"
"8491","9","16/06/2024","18:31","Vasco","Cruzeiro","4-2-3-1","4-3-2-1","Á. Teixeira Pacheco","F. Seabra","-","Estádio São Januário","0","0","RJ","MG"
"8492","9","16/06/2024","18:31","Criciuma","Bahia","4-3-1-2","4-1-3-2","C. Tencati","R. Ceni","-","Estádio Heriberto Hülse","2","2","SC","BA"
"8495","9","17/06/2024","20:31","Atletico-MG","Palmeiras","3-4-3","4-2-3-1","G. Milito","A. Moreira Ferreira","Palmeiras","Arena MRV","0","4","MG","SP"
"8496","10","19/06/2024","19:00","Botafogo-RJ","Athletico-PR","4-2-3-1","4-2-3-1","A. Torres Gomes Araújo Amorim","D. D. S. Cerqueira","-","Estádio Nilton Santos","1","1","RJ","PR"
"8497","10","19/06/2024","19:00","Atletico-GO","Criciuma","4-3-3","4-4-2","J. Ribeiro Ventura","C. Tencati","Criciuma","Estádio Antônio Accioly - Atlético Goianiense","1","2","GO","SC"
"8500","10","19/06/2024","20:00","Fortaleza","Gremio","4-2-3-1","4-3-3","J. Vojvoda","Renato Gaúcho","Fortaleza","Arena Castelão","1","0","CE","RS"
"8498","10","19/06/2024","20:01","Sao Paulo","Cuiaba","4-2-3-1","4-2-3-1","L. Zubeldía","N. M. Gaspar Pereira","Cuiaba","MorumBIS","0","1","SP","MT"
"8499","10","19/06/2024","20:04","Juventude","Vasco","4-2-3-1","4-2-3-1","R. Machado Marques","Á. Teixeira Pacheco","Juventude"," Alfredo Jaconi","2","0","RS","RJ"
"8501","10","19/06/2024","21:30","Cruzeiro","Fluminense","4-3-2-1","4-2-3-1","F. Seabra","F. Diniz Silva","Cruzeiro"," Mineirão","2","0","MG","RJ"
"8502","10","19/06/2024","21:33","Internacional","Corinthians","4-2-3-1","4-2-3-1","E. Coudet","A. Cardoso de Oliveira","Internacional"," Orlando Scarpelli","1","0","RS","SP"
"8503","10","20/06/2024","18:30","Vitoria","Atletico-MG","4-1-4-1","3-4-2-1","T. Carpini Barbosa","G. Milito","Vitoria"," Barradão","4","2","BA","MG"
"8504","10","20/06/2024","20:00","Flamengo","Bahia","4-2-3-1","4-1-3-2","A. Bacchi","R. Ceni","Flamengo"," Maracanã","2","1","RJ","BA"
"8505","10","20/06/2024","21:30","Palmeiras","Bragantino","4-2-3-1","4-3-3","A. Moreira Ferreira","P. Malta","Palmeiras","Allianz Parque","2","1","SP","SP"
"8506","11","22/06/2024","16:01","Criciuma","Botafogo-RJ","5-3-2","4-4-2","C. Tencati","A. Torres Gomes Araújo Amorim","Criciuma","Estádio Heriberto Hülse","2","1","SC","RJ"
"8507","11","22/06/2024","17:31","Gremio","Internacional","4-2-3-1","4-2-3-1","Renato Gaúcho","E. Coudet","Internacional"," Couto Pereira","0","1","RS","RS"
"8508","11","22/06/2024","18:30","Cuiaba","Atletico-GO","4-2-3-1","4-3-3","A. Gonçalves Teixeira","A. Gomes","-","Arena Pantanal","0","0","MT","GO"
"8509","11","22/06/2024","21:31","Vasco","Sao Paulo","4-2-3-1","4-1-3-2","C. de Paiva","L. Zubeldía","Vasco","Estádio São Januário","4","1","RJ","SP"
"8511","11","23/06/2024","16:00","Athletico-PR","Corinthians","4-2-3-1","4-2-3-1","A. Stival","A. Cardoso de Oliveira","-","Ligga Arena","1","1","PR","SP"
"8512","11","23/06/2024","16:00","Fluminense","Flamengo","4-4-2","4-2-3-1","F. Diniz Silva","A. Bacchi","Flamengo"," Maracanã","0","1","RJ","RJ"
"8510","11","23/06/2024","16:02","Bahia","Cruzeiro","4-1-3-2","4-3-2-1","R. Ceni","F. Seabra","Bahia","Arena Fonte Nova","4","1","BA","MG"
"8514","11","23/06/2024","18:30","Atletico-MG","Fortaleza","3-4-1-2","4-2-3-1","G. Milito","J. Vojvoda","-","Arena MRV","1","1","MG","CE"
"8515","11","23/06/2024","18:30","Palmeiras","Juventude","4-2-3-1","4-2-3-1","A. Moreira Ferreira","R. Machado Marques","Palmeiras","Allianz Parque","3","1","SP","RS"
"8513","11","23/06/2024","18:31","Bragantino","Vitoria","4-3-3","5-3-2","P. Faria Caixinha","T. Carpini Barbosa","Bragantino","Nabizão","2","1","SP","BA"
"8516","12","26/06/2024","19:00","Botafogo-RJ","Bragantino","4-2-3-1","3-4-3","A. Torres Gomes Araújo Amorim","P. Faria Caixinha","Botafogo-RJ","Estádio Nilton Santos","2","1","RJ","SP"
"8517","12","26/06/2024","19:00","Cruzeiro","Athletico-PR","4-3-3","4-2-3-1","F. Seabra","J. Antonello","Cruzeiro"," Mineirão","2","0","MG","PR"
"8518","12","26/06/2024","20:00","Atletico-GO","Gremio","4-3-3","4-3-3","A. Gomes","Renato Gaúcho","-","Estádio Antônio Accioly - Atlético Goianiense","1","1","GO","RS"
"8520","12","26/06/2024","20:00","Juventude","Flamengo","4-2-3-1","4-2-3-1","R. Machado Marques","A. Bacchi","Juventude"," Alfredo Jaconi","2","1","RS","RJ"
"8519","12","26/06/2024","20:02","Corinthians","Cuiaba","4-2-3-1","4-3-3","A. Cardoso de Oliveira","A. Gonçalves Teixeira","-","Neo Química Arena","1","1","SP","MT"
"8521","12","26/06/2024","21:30","Bahia","Vasco","4-1-3-2","4-2-3-1","R. Ceni","C. de Paiva","Bahia","Arena Fonte Nova","2","1","BA","RJ"
"8523","12","26/06/2024","21:30","Fortaleza","Palmeiras","4-2-3-1","3-4-2-1","J. Vojvoda","A. Moreira Ferreira","Fortaleza","Arena Castelão","3","0","CE","SP"
"8522","12","26/06/2024","21:34","Internacional","Atletico-MG","4-3-3","4-1-4-1","E. Coudet","G. Milito","Atletico-MG","Estádio Heriberto Hülse","1","2","RS","MG"
"8524","12","27/06/2024","19:00","Fluminense","Vitoria","4-2-3-1","4-1-4-1","M. A. de Oliveira","T. Carpini Barbosa","Vitoria"," Maracanã","0","1","RJ","BA"
"8525","12","27/06/2024","20:02","Sao Paulo","Criciuma","4-2-3-1","4-4-2","L. Zubeldía","C. Tencati","Sao Paulo","MorumBIS","2","1","SP","SC"
"8526","13","29/06/2024","18:30","Vasco","Botafogo-RJ","4-2-3-1","4-4-2","C. de Paiva","A. Torres Gomes Araújo Amorim","-","Estádio São Januário","1","1","RJ","RJ"
"8527","13","29/06/2024","18:31","Cuiaba","Bragantino","4-3-3","4-2-3-1","A. Gonçalves Teixeira","P. Faria Caixinha","-","Arena Pantanal","1","1","MT","SP"
"8528","13","30/06/2024","11:02","Atletico-MG","Atletico-GO","3-4-2-1","4-3-3","G. Milito","A. Gomes","-","Arena MRV","1","1","MG","GO"
"8529","13","30/06/2024","16:00","Gremio","Fluminense","4-2-3-1","3-4-2-1","Renato Gaúcho","M. A. de Oliveira","Gremio","Estádio Francisco Stédile | Centenário","1","0","RS","RJ"
"8531","13","30/06/2024","16:00","Fortaleza","Juventude","4-2-3-1","4-2-3-1","J. Vojvoda","R. Machado Marques","Fortaleza","Arena Castelão","2","1","CE","RS"
"8530","13","30/06/2024","16:03","Sao Paulo","Bahia","4-2-3-1","4-1-3-2","M. Cuberas","R. Ceni","Sao Paulo","MorumBIS","3","1","SP","BA"
"8534","13","30/06/2024","18:29","Flamengo","Cruzeiro","4-2-3-1","4-3-3","A. Bacchi","F. Seabra","Flamengo"," Maracanã","2","1","RJ","MG"
"8532","13","30/06/2024","18:31","Criciuma","Internacional","5-3-2","4-2-3-1","C. Tencati","E. Coudet","-","Estádio Heriberto Hülse","1","1","SC","RS"
"8533","13","30/06/2024","18:31","Vitoria","Athletico-PR","4-1-4-1","4-2-3-1","T. Carpini Barbosa","J. Antonello","Athletico-PR"," Barradão","0","1","BA","PR"
"8535","13","01/07/2024","20:00","Palmeiras","Corinthians","4-2-3-1","4-2-3-1","A. Moreira Ferreira","A. Cardoso de Oliveira","Palmeiras","Allianz Parque","2","0","SP","SP"
"8536","14","03/07/2024","19:00","Cuiaba","Botafogo-RJ","5-4-1","4-4-2","A. Gonçalves Teixeira","A. Torres Gomes Araújo Amorim","Botafogo-RJ","Arena Pantanal","1","2","MT","RJ"
"8538","14","03/07/2024","20:00","Vasco","Fortaleza","4-2-3-1","4-2-3-1","C. de Paiva","J. Vojvoda","Vasco","Estádio São Januário","2","0","RJ","CE"
"8537","14","03/07/2024","20:02","Criciuma","Cruzeiro","4-3-1-2","4-3-3","C. Tencati","F. Seabra","Criciuma","Estádio Heriberto Hülse","1","0","SC","MG"
"8540","14","03/07/2024","21:30","Atletico-MG","Flamengo","4-1-4-1","4-2-3-1","G. Milito","A. Bacchi","Flamengo","Arena MRV","2","4","MG","RJ"
"8541","14","03/07/2024","21:30","Bragantino","Atletico-GO","4-2-3-1","4-2-3-1","P. Faria Caixinha","A. Gomes","Bragantino","Nabizão","3","1","SP","GO"
"8539","14","03/07/2024","21:31","Athletico-PR","Sao Paulo","4-2-3-1","4-2-3-1","J. Antonello","L. Zubeldía","Sao Paulo","Ligga Arena","1","2","PR","SP"
"8542","14","04/07/2024","19:00","Gremio","Palmeiras","4-2-3-1","4-3-3","Renato Gaúcho","A. Moreira Ferreira","-","Estádio Francisco Stédile | Centenário","2","2","RS","SP"
"8543","14","04/07/2024","19:02","Bahia","Juventude","4-1-3-2","4-2-3-1","R. Ceni","R. Machado Marques","Bahia","Arena Fonte Nova","2","0","BA","RS"
"8544","14","04/07/2024","20:00","Fluminense","Internacional","4-2-3-1","4-2-3-1","L. Venker de Menezes","E. Coudet","-"," Maracanã","1","1","RJ","RS"
"8545","14","04/07/2024","20:03","Corinthians","Vitoria","4-1-4-1","4-1-4-1","R. Laruccia","T. Carpini Barbosa","Corinthians","Neo Química Arena","3","2","SP","BA"
"8547","15","06/07/2024","20:00","Flamengo","Cuiaba","4-4-2","4-5-1","A. Bacchi","A. Gonçalves Teixeira","-"," Maracanã","1","1","RJ","MT"
"8546","15","06/07/2024","20:03","Sao Paulo","Bragantino","4-2-3-1","4-2-3-1","C. Gruezo","P. Faria Caixinha","Sao Paulo","MorumBIS","2","0","SP","SP"
"8548","15","07/07/2024","15:59","Fortaleza","Fluminense","4-2-3-1","4-2-3-1","J. Vojvoda","L. Venker de Menezes","Fortaleza","Arena Castelão","1","0","CE","RJ"
"8549","15","07/07/2024","16:00","Juventude","Gremio","4-2-3-1","4-4-2","R. Machado Marques","Renato Gaúcho","Juventude"," Alfredo Jaconi","3","0","RS","RS"
"8550","15","07/07/2024","16:00","Cruzeiro","Corinthians","4-3-3","4-2-3-1","F. Seabra","R. Laruccia","Cruzeiro"," Mineirão","3","0","MG","SP"
"8551","15","07/07/2024","18:01","Internacional","Vasco","4-2-3-1","4-2-3-1","E. Coudet","C. de Paiva","Vasco","Estádio Beira-Rio","1","2","RS","RJ"
"8553","15","07/07/2024","18:30","Atletico-GO","Athletico-PR","4-3-3","4-2-3-1","A. Gomes","J. Antonello","Athletico-PR","Estádio Antônio Accioly - Atlético Goianiense","1","2","GO","PR"
"8554","15","07/07/2024","18:30","Palmeiras","Bahia","4-2-3-1","4-1-3-2","A. Moreira Ferreira","R. Ceni","Palmeiras","Allianz Parque","2","0","SP","BA"
"8552","15","07/07/2024","18:31","Vitoria","Criciuma","4-1-4-1","4-4-2","T. Carpini Barbosa","C. Tencati","Vitoria"," Barradão","2","1","BA","SC"
"8555","15","07/07/2024","20:30","Botafogo-RJ","Atletico-MG","4-2-3-1","3-4-2-1","A. Torres Gomes Araújo Amorim","G. Milito","Botafogo-RJ","Estádio Nilton Santos","3","0","RJ","MG"
"8556","16","10/07/2024","18:30","Gremio","Cruzeiro","4-2-3-1","4-3-3","Renato Gaúcho","F. Seabra","Cruzeiro","Estádio Francisco Stédile | Centenário","0","2","RS","MG"
"8558","16","10/07/2024","19:00","Athletico-PR","Bahia","4-2-3-1","4-1-2-1-2","J. Antonello","R. Ceni","Bahia","Ligga Arena","1","3","PR","BA"
"8557","16","10/07/2024","19:01","Vasco","Corinthians","4-2-3-1","4-2-3-1","C. de Paiva","R. Laruccia","Vasco","Estádio São Januário","2","0","RJ","SP"
"8559","16","11/07/2024","19:30","Palmeiras","Atletico-GO","4-2-3-1","5-4-1","A. Moreira Ferreira","V. Carmo Mancini","Palmeiras","Allianz Parque","3","1","SP","GO"
"8561","16","11/07/2024","20:00","Flamengo","Fortaleza","4-2-3-1","4-2-3-1","A. Bacchi","J. Vojvoda","Fortaleza"," Maracanã","1","2","RJ","CE"
"8560","16","11/07/2024","20:02","Criciuma","Fluminense","4-4-2","4-2-3-1","C. Tencati","L. Venker de Menezes","-","Estádio Heriberto Hülse","1","1","SC","RJ"
"8562","16","11/07/2024","21:30","Atletico-MG","Sao Paulo","3-4-2-1","4-2-3-1","G. Milito","L. Zubeldía","Atletico-MG","Arena MRV","2","1","MG","SP"
"8563","16","11/07/2024","21:30","Vitoria","Botafogo-RJ","4-1-4-1","4-4-2","T. Carpini Barbosa","A. Torres Gomes Araújo Amorim","Botafogo-RJ"," Barradão","0","1","BA","RJ"
"8567","17","13/07/2024","16:00","Cruzeiro","Bragantino","4-3-3","4-2-3-1","F. Seabra","P. Faria Caixinha","Cruzeiro","Estádio Independência","2","1","MG","SP"
"8566","17","13/07/2024","16:02","Bahia","Cuiaba","4-4-1-1","4-5-1","R. Ceni","A. Gonçalves Teixeira","Cuiaba","Arena Fonte Nova","1","2","BA","MT"
"8568","17","16/07/2024","19:01","Juventude","Atletico-MG","4-2-3-1","4-2-3-1","R. Machado Marques","G. Milito","-","Arena BRB Mané Garrincha","1","1","RS","MG"
"8569","17","16/07/2024","21:01","Corinthians","Criciuma","4-2-3-1","4-4-2","R. Díaz","C. Tencati","Corinthians","Neo Química Arena","2","1","SP","SC"
"8570","17","17/07/2024","18:59","Atletico-GO","Vasco","4-3-3","4-2-3-1","V. Carmo Mancini","C. de Paiva","Vasco","Estádio Antônio Accioly - Atlético Goianiense","0","1","GO","RJ"
"8571","17","17/07/2024","20:02","Sao Paulo","Gremio","4-2-3-1","4-3-3","L. Zubeldía","A. P. Mendes","Sao Paulo","MorumBIS","1","0","SP","RS"
"8572","17","17/07/2024","21:30","Botafogo-RJ","Palmeiras","4-2-3-1","4-2-3-1","A. Torres Gomes Araújo Amorim","A. Moreira Ferreira","Botafogo-RJ","Estádio Nilton Santos","1","0","RJ","SP"
"8573","17","17/07/2024","21:31","Fortaleza","Vitoria","4-2-3-1","4-1-4-1","J. Vojvoda","T. Carpini Barbosa","Fortaleza","Arena Castelão","3","1","CE","BA"
"8576","18","20/07/2024","16:01","Flamengo","Criciuma","4-2-3-1","4-4-2","A. Bacchi","C. Tencati","Flamengo","Arena BRB Mané Garrincha","2","1","RJ","SC"
"8577","18","20/07/2024","18:30","Botafogo-RJ","Internacional","4-2-2-2","4-1-3-2","A. Torres Gomes Araújo Amorim","R. Machado Marques","Botafogo-RJ","Estádio Nilton Santos","1","0","RJ","RS"
"8578","18","20/07/2024","21:00","Palmeiras","Cruzeiro","4-2-3-1","4-3-3","A. Moreira Ferreira","F. Seabra","Palmeiras","Allianz Parque","2","0","SP","MG"
"8579","18","21/07/2024","11:00","Gremio","Vitoria","4-4-2","3-4-3","Renato Gaúcho","T. Carpini Barbosa","Gremio","Estádio Francisco Stédile | Centenário","2","0","RS","BA"
"8580","18","21/07/2024","16:00","Atletico-MG","Vasco","3-4-2-1","4-2-3-1","G. Milito","C. de Paiva","Atletico-MG","Arena MRV","2","0","MG","RJ"
